id	frequency	en	pos	es	nl
794	12852	concerned	a	preocupado	bezorgd
795	12844	point	v	punto	punt
796	12819	function	n	función	functie
797	12801	identify	v	identificar	identificeren
798	12790	resource	n	recurso	hulpbron
799	12760	defence	n	defensa	verdediging
800	12746	garden	n	jardín	tuin-
801	12745	floor	n	piso	verdieping
802	12713	technology	n	tecnología	technologie
803	12697	style	n	estilo	stijl
804	12671	feeling	n	sensación	gevoel
805	12644	science	n	ciencia	wetenschap
806	12634	relate	v	relacionar	betrekking hebben
807	12628	doubt	n	duda	twijfel
808	12623	horse	n	caballo	paard
809	12606	force	v	fuerza	dwingen
810	12596	answer	n	responder	antwoord
811	12591	compare	v	comparar	vergelijken
812	12584	suffer	v	sufrir	lijden
813	12583	individual	a	individual	individu
814	12582	forward	adv	adelante	vooruit
815	12582	announce	v	anunciar	aankondigen
816	12549	user	n	usuario	gebruiker
817	12523	fund	n	fondo	fonds
818	12511	character	n	personaje	karakter
819	12466	risk	n	riesgo	risico
820	12451	normal	a	normal	normaal
821	12444	myself	pron	mí mismo	mezelf
822	12442	nor	conj	ni	noch
823	12406	dog	n	perro	hond
824	12382	obtain	v	obtener	verkrijgen
825	12381	quickly	adv	con rapidez	snel
826	12379	army	n	Ejército	leger
827	12369	indicate	v	indicar	aangeven
828	12353	forget	v	olvidar	vergeten
829	12328	station	n	estación	station
830	12296	glass	n	vaso	glas
831	12294	cup	n	vaso	kop
832	12286	previous	a	anterior	voorgaand
833	12263	husband	n	marido	man
834	12249	recently	adv	recientemente	kort geleden
835	12242	publish	v	publicar	publiceren
836	12232	serious	a	grave	ernstig
837	12232	anyway	adv	de todas formas	hoe dan ook
838	12213	visit	v	visitar	bezoek
839	12188	capital	n	capital	hoofdstad
840	12167	either	det	ya sea	een van beide
841	12166	note	n	Nota	Notitie
842	12161	season	n	temporada	seizoen
843	12125	argument	n	argumento	argument
844	12080	listen	v	escucha	luister
845	12079	show	n	espectáculo	laten zien
846	12078	responsibility	n	responsabilidad	verantwoordelijkheid
847	12073	significant	a	significativo	significant
848	12067	deal	n	acuerdo	transactie
849	12031	prime	a	principal	eerste
850	12003	economy	n	economía	economie
851	11997	element	n	elemento	element
852	11977	finish	v	terminar	af hebben
853	11931	duty	n	deber	plicht
854	11929	fight	v	lucha	strijd
855	11907	train	v	tren	trein
856	11881	maintain	v	mantener	in stand houden
857	11877	attempt	n	intento	poging
858	11858	leg	n	pierna	been
859	11850	investment	n	inversión	investering
860	11827	save	v	salvar	opslaan
861	11810	throughout	prep	en todo	overal
862	11810	design	v	diseño	ontwerp
863	11795	suddenly	adv	repentinamente	plotseling
864	11757	brother	n	hermano	broer
865	11753	improve	v	mejorar	verbeteren
866	11750	avoid	v	evitar	vermijden
867	11735	wonder	v	preguntarse	vraag me af
868	11734	tend	v	tender	de neiging hebben
869	11720	title	n	título	titel
870	11683	hotel	n	hotel	hotel
871	11643	aspect	n	aspecto	aspect
872	11628	increase	n	incrementar	toename
873	11606	help	n	ayuda	helpen
874	11599	industrial	a	industrial	industrieel
875	11591	express	v	exprimir	uitdrukken
876	11563	summer	n	verano	zomer
877	11551	determine	v	determinar	bepalen
878	11537	generally	adv	en general	over het algemeen
879	11522	daughter	n	hija	dochter
880	11515	exist	v	existe	bestaan
881	11513	used	modal	usado	gebruikt
882	11505	share	v	compartir	delen
883	11503	baby	n	bebé	baby
884	11484	nearly	adv	casi	bijna
885	11477	smile	v	sonreír	glimlach
886	11453	sorry	a	lo siento	Sorry
887	11430	sea	n	mar	zee
888	11423	skill	n	habilidad	bekwaamheid
889	11412	claim	n	Reclamación	vordering
890	11394	treat	v	tratar	traktatie
891	11385	remove	v	retirar	verwijderen
892	11368	concern	n	preocupación	bezorgdheid
893	11367	university	n	Universidad	Universiteit
894	11356	labour	a	labor	arbeid
895	11343	left	a	izquierda	links
896	11341	dead	a	muerto	dood
897	11315	discussion	n	discusión	discussie
898	11306	specific	a	específico	specifiek
899	11292	customer	n	cliente	klant
900	11292	box	n	caja	doos
901	11276	outside	prep	fuera de	buiten
902	11247	state	v	estado	staat
903	11243	conference	n	conferencia	conferentie
904	11228	whole	n	todo	geheel
905	11152	total	a	total	totaal
906	11119	profit	n	lucro	winst
907	11119	division	n	división	afdeling
908	11110	throw	v	lanzar	Gooi
909	11100	procedure	n	procedimiento	procedure
910	11098	fill	v	llenar	vullen
911	11045	king	n	Rey	koning
912	11044	assume	v	asumir	uitgaan van
913	11024	image	n	imagen	beeld
914	11022	oil	n	petróleo	olie-
915	11014	obviously	adv	obviamente	duidelijk
916	11011	unless	conj	a no ser que	tenzij
917	11010	appropriate	a	apropiado	geschikt
918	11009	circumstance	n	circunstancia	omstandigheid
919	10998	military	a	militar	leger
920	10963	proposal	n	propuesta	voorstel
921	10950	mention	v	mencionar	noemen
922	10948	client	n	cliente	cliënt
923	10937	sector	n	sector	sector
924	10905	direction	n	dirección	richting
925	10905	admit	v	admitir	toegeven
926	10876	though	adv	aunque	hoewel
927	10873	replace	v	reemplazar	vervangen
928	10860	basic	a	BASIC	basis-
929	10843	hard	adv	difícil	hard
930	10809	instance	n	ejemplo	aanleg
931	10808	sign	n	firmar	teken
932	10808	original	a	original	origineel
933	10803	successful	a	exitoso	geslaagd
934	10798	okay	adv	bueno	oke
935	10764	reflect	v	reflejar	reflecteren
936	10764	aware	a	consciente	bewust
937	10760	measure	n	medida	maatregel
938	10758	attitude	n	actitud	houding
939	10746	yourself	pron	tú mismo	jezelf
940	10736	disease	n	enfermedad	ziekte
941	10729	exactly	adv	exactamente	precies
942	10719	above	adv	encima	bovenstaand
943	10712	commission	n	comisión	commissie
944	10708	intend	v	intentar	van plan zijn
945	10705	beyond	prep	más allá	voorbij
946	10691	seat	n	asiento	stoel
947	10678	president	n	presidente	president
948	10664	encourage	v	alentar	aanmoedigen
949	10664	addition	n	adición	toevoeging
950	10655	goal	n	Gol	doel
951	10635	round	prep	redondo	ronde
952	10627	miss	v	perder	missen
953	10600	popular	a	popular	populair
954	10561	affair	n	asunto	affaire
955	10548	technique	n	técnica	techniek
956	10540	respect	n	el respeto	eerbied
957	10537	drop	v	soltar	laten vallen
958	10527	professional	a	profesional	professioneel
959	10522	less	det	Menos	minder
960	10511	once	conj	una vez	een keer
961	10503	item	n	ít	item
962	10483	fly	v	mosca	vlieg
963	10482	reveal	v	revelar	onthullen
964	10481	version	n	versión	versie
965	10472	maybe	adv	tal vez	kan zijn
966	10468	ability	n	capacidad	vermogen
967	10462	operate	v	funcionar	bedienen
968	10451	good	n	bueno	goed
969	10441	campaign	n	Campaña	campagne
970	10439	heavy	a	pesado	zwaar
971	10437	advice	n	Consejo	advies
972	10399	institution	n	institución	instelling
973	10398	top	a	parte superior	top
974	10366	discover	v	descubrir	ontdekken
975	10361	surface	n	superficie	oppervlakte
976	10356	library	n	biblioteca	bibliotheek
977	10320	pupil	n	alumno	leerling
978	10315	record	v	grabar	record
979	10312	refuse	v	desperdicios	weigeren
980	10286	prevent	v	evitar	voorkomen
981	10285	advantage	n	ventaja	voordeel
982	10264	dark	a	oscuro	donker
983	10248	teach	v	enseñar	onderwijzen
984	10221	memory	n	memoria	geheugen
985	10196	culture	n	cultura	cultuur
986	10176	blood	n	sangre	bloed
987	10167	cost	v	costo	kosten
988	10146	majority	n	mayoria	meerderheid
989	10140	answer	v	responder	antwoord
990	10138	variety	n	variedad	verscheidenheid
991	10129	press	n	prensa	druk op
992	10125	depend	v	depender	afhangen
993	10125	bill	n	cuenta	Bill
994	10119	competition	n	competencia	wedstrijd
995	10110	ready	a	Listo	klaar
996	10101	general	n	general	algemeen
997	10099	access	n	acceso	toegang
998	10098	hit	v	golpear	raken
999	10076	stone	n	piedra	steen
1000	10071	useful	a	útil	nuttig
1001	10071	extent	n	grado	omvang
1002	10067	employment	n	empleo	werk
1003	10066	regard	v	considerar	beschouwen
1004	10040	apart	adv	aparte	deel
1005	10023	present	n	presente	aanwezig
1006	10020	appeal	n	apelación	in beroep gaan
1007	10014	text	n	texto	tekst
1008	10010	parliament	n	parlamento	parlement
1009	10006	cause	n	porque	oorzaak
1010	9993	terms	n	condiciones	termen
1011	9969	bar	n	bar	bar
1012	9963	attack	n	ataque	aanval
1013	9951	effective	a	eficaz	effectief
1014	9930	mouth	n	boca	mond
1015	9928	down	prep	abajo	naar beneden
1016	9912	result	v	resultado	resultaat
1017	9901	fish	n	pescado	vis
1018	9881	future	a	futuro	toekomst
1019	9878	visit	n	visitar	bezoek
1020	9877	little	adv	pequeño	weinig
1021	9877	easily	adv	fácilmente	gemakkelijk
1022	9873	attempt	v	intento	poging
1023	9858	enable	v	habilitar	in staat stellen
1024	9826	trouble	n	problema	moeite
1025	9819	traditional	a	tradicional	traditioneel
1026	9811	payment	n	pago	betaling
1027	9790	best	adv	mejor	het beste
1028	9776	post	n	enviar	post
1029	9745	county	n	condado	provincie
1030	9739	lady	n	dama	dame
1031	9731	holiday	n	fiesta	vakantie
1032	9726	realise	v	darse cuenta de	realiseren
1033	9718	importance	n	importancia	belang
1034	9718	chair	n	silla	stoel
1035	9713	facility	n	instalaciones	faciliteit
1036	9711	complete	v	completar	compleet
1037	9710	article	n	artículo	artikel
1038	9697	object	n	objeto	voorwerp
1039	9687	context	n	contexto	context
1040	9676	survey	n	encuesta	enquête
1041	9663	notice	v	darse cuenta	merk op
1042	9660	complete	a	completar	compleet
1043	9656	turn	n	girar	beurt
1044	9653	direct	a	directo	direct
1045	9652	immediately	adv	inmediatamente	per direct
1046	9639	collection	n	colección	verzameling
1047	9638	reference	n	referencia	referentie
1048	9632	card	n	tarjeta	kaart
1049	9624	interesting	a	interesante	interessant
1050	9614	considerable	a	considerable	aanzienlijk
1051	9603	television	n	televisión	televisie
1052	9592	extend	v	ampliar	uitbreiden
1053	9590	communication	n	comunicación	communicatie
1054	9579	agency	n	agencia	agentschap
1055	9569	physical	a	físico	fysiek
1056	9569	except	conj	excepto	behalve
1057	9566	check	v	comprobar	controleren
1058	9558	sun	n	sol	zon
1059	9555	species	n	especies	soorten
1060	9555	possibility	n	posibilidad	mogelijkheid
1061	9544	official	n	oficial	officieel
1062	9503	chairman	n	presidente	Voorzitter
1063	9456	speaker	n	altavoz	spreker
1064	9445	second	n	segundo	tweede
1065	9441	career	n	carrera	carrière
1066	9436	laugh	v	risa	lach
1067	9433	weight	n	peso	gewicht
1068	9432	sound	v	sonar	geluid
1069	9429	responsible	a	responsable	verantwoordelijk
1070	9410	base	n	base	baseren
1071	9399	document	n	documento	document
1072	9348	solution	n	solución	oplossing
1073	9348	return	n	regreso	terugkeer
1074	9338	medical	a	médico	medisch
1075	9331	hot	a	caliente	warm
1076	9316	recognise	v	reconocer	herken
1077	9314	talk	n	hablar	praten
1078	9311	budget	n	presupuesto	begroting
1079	9300	river	n	río	rivier-
1080	9286	fit	v	ajuste	passen
1081	9272	organization	n	organización	organisatie
1082	9270	existing	a	existente	bestaand
1083	9268	start	n	comienzo	begin
1084	9266	push	v	empujar	Duwen
1085	9243	tomorrow	adv	mañana	morgen
1086	9234	requirement	n	requisito	eis
1087	9227	cold	a	frío	koude
1088	9225	edge	n	borde	rand
1089	9214	opposition	n	oposición	oppositie
1090	9213	opinion	n	opinión	mening
1091	9211	drug	n	droga	drug
1092	9203	quarter	n	trimestre	kwartaal
1093	9189	option	n	opción	keuze
1094	9188	sign	v	firmar	teken
1095	9183	worth	prep	valor	waard
1096	9182	call	n	llamada	telefoontje
1097	9178	define	v	definir	bepalen
1098	9170	stock	n	valores	voorraad
1099	9162	influence	n	influencia	invloed
1100	9152	occasion	n	ocasión	gelegenheid
1101	9138	eventually	adv	finalmente	tenslotte
1102	9134	software	n	software	software
1103	9132	highly	adv	altamente	zeer
1104	9130	exchange	n	intercambiar	uitwisseling
1105	9126	lack	n	ausencia	gebrek
1106	9120	shake	v	sacudir	schudden
1107	9100	study	v	estudiar	studie
1108	9093	concept	n	concepto	concept
1109	9089	blue	a	azul	blauw
1110	9088	star	n	estrella	ster
1111	9066	radio	n	radio	radio-
1112	9064	no-one	pron	nadie	niemand
1113	9054	arrangement	n	arreglo	arrangement
1114	9025	examine	v	examinar	onderzoeken
1115	9021	bird	n	pájaro	vogel
1116	9013	green	a	verde	groen
1117	9003	band	n	banda	band
1118	9000	sex	n	sexo	seks
1119	8998	finger	n	dedo	vinger
1120	8972	past	n	pasado	Verleden
1121	8968	independent	a	independiente	onafhankelijk
1122	8950	equipment	n	equipo	uitrusting
1123	8949	north	n	norte	noorden
1124	8946	mind	v	mente	geest
1125	8945	move	n	movimiento	verhuizing
1126	8938	message	n	mensaje	bericht
1127	8934	fear	n	miedo	angst
1128	8934	afternoon	n	tarde	middag
1129	8926	drink	v	beber	drinken
1130	8911	fully	adv	completamente	geheel
1131	8901	race	n	carrera	race
1132	8900	gain	v	ganancia	krijgen
1133	8895	strategy	n	estrategia	strategie
1134	8885	extra	a	extra	extra
1135	8882	scene	n	escena	tafereel
1136	8873	slightly	adv	ligeramente	licht
1137	8866	kitchen	n	cocina	keuken-
1138	8860	speech	n	habla	toespraak
1139	8860	arise	v	surgir	ontstaan
1140	8853	network	n	red	netwerk
1141	8849	tea	n	té	thee
1142	8847	peace	n	paz	vrede
1143	8841	failure	n	fracaso	mislukking
1144	8821	employee	n	empleado	werknemer
1145	8809	ahead	adv	adelante	verder
1146	8802	scale	n	escala	schaal
1147	8801	hardly	adv	apenas	nauwelijks
1148	8801	attend	v	asistir	bijwonen
1149	8800	shoulder	n	hombro	schouder
1150	8798	otherwise	adv	de otra manera	anders-
1151	8793	railway	n	ferrocarril	spoorweg
1152	8784	directly	adv	directamente	direct
1153	8769	supply	n	suministro	levering
1154	8756	expression	n	expresión	uitdrukking
1155	8752	owner	n	propietario	eigenaar
1156	8743	associate	v	asociar	associëren
1157	8729	corner	n	esquina	hoek
1158	8728	past	a	pasado	Verleden
1159	8718	match	n	partido	bij elkaar passen
1160	8698	sport	n	deporte	sport
1161	8688	status	n	estado	staat
1162	8670	beautiful	a	hermosa	mooi
1163	8668	offer	n	oferta	aanbod
1164	8668	marriage	n	matrimonio	huwelijk
1165	8668	hang	v	colgar	hangen
1166	8660	civil	a	civil	civiel
1167	8648	perform	v	realizar	uitvoeren
1168	8645	sentence	n	frase	zin
1169	8637	crime	n	crimen	misdrijf
1170	8636	ball	n	pelota	bal
1171	8631	marry	v	casar	trouwen
1172	8624	wind	n	viento	wind
1173	8618	truth	n	verdad	waarheid
1174	8610	protect	v	proteger	beschermen
1175	8609	safety	n	la seguridad	veiligheid
1176	8605	partner	n	compañero	partner
1177	8605	completely	adv	completamente	helemaal
1178	8602	copy	n	dupdo	kopiëren
1179	8601	balance	n	equilibrar	balans
1180	8592	sister	n	hermana	zus
1181	8592	reader	n	lector	lezer
1182	8587	below	adv	abajo	beneden
1183	8573	trial	n	juicio	proces
1184	8567	rock	n	rock	rots
1185	8552	damage	n	dañar	schade
1186	8549	adopt	v	adoptar	adopteren
1187	8544	newspaper	n	periódico	krant-
1188	8530	meaning	n	sentido	betekenis
1189	8512	light	a	ligero	licht
1190	8512	essential	a	esencial	essentieel
1191	8510	obvious	a	obvio	voor de hand liggend
1192	8508	nation	n	nación	natie
1193	8489	confirm	v	confirmar	bevestigen
1194	8472	south	n	sur	zuiden
1195	8472	length	n	longitud	lengte
1196	8456	branch	n	rama	tak
1197	8444	deep	a	profundo	diep
1198	8440	none	pron	ninguna	geen
1199	8433	planning	n	planificación	planning
1200	8428	trust	n	confianza	vertrouwen
1201	8422	working	a	trabajando	werkend
1202	8408	pain	n	dolor	pijn
1203	8397	studio	n	estudio	studio
1204	8397	positive	a	positivo	positief
1205	8384	spirit	n	espíritu	geest
1206	8375	college	n	Universidad	college
1207	8374	accident	n	accidente	ongeval
1208	8371	star	v	estrella	ster
1209	8369	hope	n	esperanza	hoop
1210	8326	mark	v	marca	Mark
1211	8315	works	n	trabajos	werken
1212	8309	league	n	liga	liga
1213	8302	clear	v	claro	duidelijk
1214	8300	imagine	v	imagina	stel je voor
1215	8296	through	adv	mediante	door
1216	8283	cash	n	efectivo	contant geld
1217	8265	normally	adv	normalmente	normaal gesproken
1218	8250	play	n	jugar	spelen
1219	8228	strength	n	fuerza	kracht
1220	8220	train	n	tren	trein
1221	8170	travel	v	viajar	reizen
1222	8170	target	n	objetivo	doelwit
1223	8169	very	a	muy	heel
1224	8143	pair	n	par	paar-
1225	8133	male	a	masculino	mannetje
1226	8133	gas	n	gas	gas-
1227	8132	issue	v	problema	kwestie
1228	8130	contribution	n	contribución	bijdrage
1229	8124	complex	a	complejo	complex
1230	8123	supply	v	suministro	levering
1231	8106	beat	v	golpear	overtreffen
1232	8105	artist	n	artista	artiest
1233	8100	agent	n	agente	agent
1234	8097	presence	n	presencia	aanwezigheid
1235	8081	along	adv	a lo largo	langs
1236	8054	environmental	a	ambiental	milieu
1237	8049	strike	v	Huelga	staking
1238	8034	contact	n	contacto	contact
1239	8025	protection	n	proteccion	bescherming
1240	8018	beginning	n	comenzando	begin
1241	7992	demand	v	demanda	vraag naar
1242	7977	media	n	medios de comunicación	media
1243	7950	relevant	a	pertinente	relevant
1244	7945	employ	v	emplear	dienst
1245	7939	shoot	v	disparar	schieten
1246	7921	executive	n	ejecutivo	uitvoerend
1247	7914	slowly	adv	despacio	langzaam
1248	7912	relatively	adv	relativamente	naar verhouding
1249	7903	aid	n	ayuda	steun
1250	7901	huge	a	enorme	reusachtig
1251	7895	late	adv	tarde	laat
1252	7885	speed	n	velocidad	snelheid
1253	7877	review	n	revisión	beoordeling
1254	7868	test	v	prueba	test
1255	7859	order	v	orden	bestellen
1256	7851	route	n	ruta	route
1257	7844	consequence	n	consecuencia	gevolg
1258	7842	telephone	n	teléfono	telefoon
1259	7822	release	v	lanzamiento	vrijlating
1260	7822	proportion	n	proporción	proportie
1261	7821	primary	a	primario	primair
1262	7808	consideration	n	consideración	overweging
1263	7806	reform	n	reforma	hervorming
1264	7806	driver	n	conductor	bestuurder
1265	7785	annual	a	anual	jaar-
1266	7776	nuclear	a	nuclear	nucleair
1267	7762	latter	det	último	laatstgenoemde
1268	7753	practical	a	práctico	praktisch
1269	7749	commercial	a	comercial	commercieel
1270	7708	rich	a	Rico	rijk
1271	7706	emerge	v	surgir	opduiken
1272	7696	apparently	adv	aparentemente	blijkbaar
1273	7693	ring	v	anillo	ring
1274	7692	distance	n	distancia	afstand
1275	7686	exercise	n	ejercicio	oefening
1276	7679	key	a	llave	sleutel
1277	7678	close	adv	cerca	dichtbij
1278	7668	skin	n	piel	huid
1279	7649	island	n	isla	eiland
1280	7641	separate	a	separar	scheiden
1281	7638	aim	v	objetivo	doel
1282	7637	danger	n	peligro	Gevaar
1283	7634	credit	n	crédito	credit
1284	7630	usual	a	usual	gebruikelijk
